wnid,CNN,ViT,diff,name
n02655020,0.42534073388837496,0.34485099052540913,-0.08048974336296583,puffer
n02666196,0.31534883720930235,0.21130781499202553,-0.10404102221727682,abacus
n02667093,0.37171403962101635,0.3020954223081883,-0.06961861731282804,abaya
n02672831,0.32971658615136873,0.25198919284025667,-0.07772739331111206,accordion
n02687172,0.3830407622322516,0.28,-0.10304076223225156,aircraft_carrier
n02690373,0.2714893617021277,0.17925025329280642,-0.09223910840932126,airliner
n02692877,0.3336796645928806,0.25480769230769235,-0.07887197228518827,airship
n02699494,0.38936619546375645,0.2844684684684685,-0.10489772699528793,altar
n02701002,0.21195011337868475,0.10174838112858464,-0.1102017322501001,ambulance
n02727426,0.4182464795970809,0.29569696969696974,-0.12254950990011115,apiary
n02730930,0.46765974765974766,0.4135,-0.05415974765974768,apron
n02777292,0.39660446523800563,0.24619796484736356,-0.15040650039064207,balance_beam
n02782093,0.22399479220200777,0.21572926302806045,-0.008265529173947322,balloon
n02786058,0.4271850991525788,0.3047869674185464,-0.12239813173403241,Band_Aid
n02787622,0.26153381642512075,0.1745281803542673,-0.08700563607085346,banjo
n02788148,0.3801746031746032,0.3465813008130081,-0.033593302361595134,bannister
n02791124,0.32553762095428757,0.24243500643500637,-0.08310261451928119,barber_chair
n02793495,0.1780432098765432,0.1199468085106383,-0.05809640136590491,barn
n02794156,0.27696020488573675,0.21304737295434972,-0.06391283193138703,barometer
