wnid,compactness,dispersion,margin,n_imgs,model
n02097474,0.2766912877559662,0.041262688843162025,0.36054086685180664,43,resnet152
n02097658,0.3314570486545563,0.05017778918025206,0.34841692447662354,37,resnet152
n02098105,0.2682366371154785,0.0555663355368798,0.3570101261138916,37,resnet152
n02098286,0.2251526266336441,0.03409895080052396,0.5240063667297363,45,resnet152
n02098413,0.26482000946998596,0.040274421855157415,0.2531329393386841,39,resnet152
n02099267,0.21594980359077454,0.051221339584937596,0.3933592438697815,41,resnet152
n02099429,0.20744405686855316,0.027343461991597543,0.39335930347442627,44,resnet152
n02099601,0.24241729080677032,0.05147420287684107,0.32963573932647705,47,resnet152
n02099712,0.30353420972824097,0.06559287031425298,0.3296356201171875,42,resnet152
n02099849,0.2671423852443695,0.03755591451439637,0.4879441261291504,48,resnet152
n02100236,0.221591055393219,0.03541716498288117,0.5800869464874268,44,resnet152
n02100583,0.2161099910736084,0.03313746097582522,0.31700170040130615,43,resnet152
n02100735,0.2690078020095825,0.04448712970154978,0.4242984652519226,45,resnet152
n02100877,0.17559245228767395,0.02922130171003099,0.3767009377479553,44,resnet152
n02101006,0.18111659586429596,0.03556505644125672,0.3767009377479553,45,resnet152
n02101388,0.23126691579818726,0.03711687209129354,0.42429840564727783,47,resnet152
n02101556,0.14688697457313538,0.023625702956280047,0.38250434398651123,47,resnet152
n02102040,0.22269265353679657,0.054556894296856756,0.43242043256759644,47,resnet152
n02102177,0.18307016789913177,0.025412687134454673,0.45839256048202515,48,resnet152
n02102318,0.2552088499069214,0.03388349963984934,0.488966166973114,43,resnet152
n02102480,0.20324809849262238,0.04129119193351531,0.38250428438186646,37,resnet152
n02102973,0.16330383718013763,0.024571251824369623,0.5432657599449158,46,resnet152
n02104029,0.21084506809711456,0.02875224572347279,0.29630208015441895,38,resnet152
n02104365,0.22054313123226166,0.03952618434436452,0.5282036066055298,42,resnet152
n02105056,0.20491483807563782,0.037584666097745995,0.4339092969894409,40,resnet152
n02105162,0.1887405514717102,0.03066366642436022,0.5395186543464661,48,resnet152
n02105251,0.25122374296188354,0.03193785415117223,0.36054086685180664,31,resnet152
n02105412,0.30635079741477966,0.052786143148837256,0.4926081895828247,41,resnet152
n02105505,0.20320366322994232,0.023685568390327563,0.6815013289451599,47,resnet152
n02105641,0.22200728952884674,0.03128115840716103,0.5435652732849121,49,resnet152
n02105855,0.24065765738487244,0.038593390138377204,0.21065354347229004,44,resnet152
n02106030,0.15176059305667877,0.018525570065678537,0.21065348386764526,31,resnet152
n02106166,0.25344398617744446,0.04546096125099053,0.5375135540962219,42,resnet152
n02106382,0.24416959285736084,0.04028103318606191,0.4021192193031311,43,resnet152
n02106550,0.1982077956199646,0.04864729658204541,0.3588789701461792,47,resnet152
n02106662,0.22445513308048248,0.02891314076515935,0.5271880626678467,42,resnet152
n02107142,0.21645967662334442,0.04050899148278826,0.310563325881958,43,resnet152
n02107312,0.23938044905662537,0.04473241915046898,0.3308904767036438,42,resnet152
n02107574,0.2584835886955261,0.03858536784084314,0.19872868061065674,39,resnet152
n02107683,0.20522651076316833,0.02691637794001913,0.3380733132362366,49,resnet152
n02107908,0.2585970163345337,0.04066116931046566,0.19872838258743286,21,resnet152
n02108000,0.2004746049642563,0.02272996672396525,0.28343665599823,41,resnet152
n02108089,0.22751975059509277,0.03768299192396118,0.3448585271835327,41,resnet152
n02108422,0.18464060127735138,0.031390326355488676,0.34485822916030884,43,resnet152
n02108551,0.13924860954284668,0.016710478256902028,0.513477623462677,47,resnet152
n02108915,0.21361838281154633,0.03227114925064972,0.4148550033569336,49,resnet152
n02109047,0.32059338688850403,0.051770642870365674,0.4029611349105835,42,resnet152
n02109525,0.21870006620883942,0.029136353352200085,0.6089143753051758,48,resnet152
n02109961,0.21716418862342834,0.025302108512528513,0.08346128463745117,25,resnet152
n02110063,0.23247630894184113,0.02832492325562356,0.2712719440460205,40,resnet152
n02110185,0.24579007923603058,0.031584065018628454,0.08346128463745117,33,resnet152
n02110341,0.13767236471176147,0.02006317211823839,0.6196240186691284,48,resnet152
n02110627,0.17579960823059082,0.03115276713135488,0.497852623462677,43,resnet152
n02110806,0.22432929277420044,0.03693850434726406,0.5294950008392334,47,resnet152
n02110958,0.2596767246723175,0.0436433576501375,0.5590722560882568,49,resnet152
n02111129,0.08200586587190628,0.014850662537388346,0.5294948220252991,50,resnet152
n02111277,0.2598632872104645,0.04639903012879034,0.49393796920776367,47,resnet152
n02111500,0.24789363145828247,0.05151900964242444,0.29630202054977417,44,resnet152
n02111889,0.17142494022846222,0.025474287762221486,0.466905415058136,50,resnet152
n02112018,0.16738274693489075,0.02031150327925885,0.5663533210754395,49,resnet152
n02112137,0.17636622488498688,0.018087855259918694,0.6262159943580627,47,resnet152
n02112350,0.13070683181285858,0.0181823045284617,0.46690529584884644,46,resnet152
n02112706,0.21624958515167236,0.026367470632133603,0.4978526830673218,49,resnet152
n02113023,0.27342814207077026,0.0378919331907021,0.23441922664642334,46,resnet152
n02113186,0.2792070508003235,0.04157615631024927,0.23441922664642334,45,resnet152
n02113624,0.2902714014053345,0.04518163554171303,0.10081988573074341,36,resnet152
n02113712,0.2422204315662384,0.033805023625615285,0.10081976652145386,29,resnet152
n02113799,0.21912209689617157,0.02344158557904717,0.3986254334449768,46,resnet152
n02113978,0.20733818411827087,0.023157317098616494,0.6064996123313904,49,resnet152
n02114367,0.18130189180374146,0.020215451272569934,0.36910003423690796,36,resnet152
n02114548,0.18350926041603088,0.018234113700377023,0.36909985542297363,47,resnet152
n02114712,0.24274446070194244,0.02132249346316689,0.47425347566604614,28,resnet152
n02114855,0.18517369031906128,0.01991255731535741,0.3774576187133789,34,resnet152
n02115641,0.24334174394607544,0.03635481555736447,0.4926081895828247,42,resnet152
n02115913,0.14837826788425446,0.01593327771303346,0.6336325407028198,47,resnet152
n02116738,0.10266853123903275,0.008069918406073368,0.3812692165374756,50,resnet152
n02117135,0.13464917242527008,0.011698849825327151,0.3812692165374756,47,resnet152
n02119022,0.18683817982673645,0.015917932294789217,0.2516881227493286,33,resnet152
n02119789,0.15908649563789368,0.016234689338436917,0.2516878843307495,35,resnet152
n02120079,0.16610680520534515,0.01573659645177658,0.6236421465873718,49,resnet152
n02120505,0.1762438267469406,0.017764269942584815,0.3764026165008545,38,resnet152
n02123045,0.2821057438850403,0.04113567496565328,0.1454707384109497,31,resnet152
n02123159,0.3065047562122345,0.05739914544055836,0.14547085762023926,15,resnet152
n02123394,0.21172191202640533,0.027300388462204127,0.5990587472915649,48,resnet152
n02123597,0.19099102914333344,0.020388570947116845,0.6357924342155457,48,resnet152
n02124075,0.33600810170173645,0.05767675201341174,0.2500420808792114,35,resnet152
n02125311,0.11936097592115402,0.013007432918669216,0.713810384273529,47,resnet152
n02127052,0.18087144196033478,0.015579310903214632,0.6491351127624512,37,resnet152
n02128385,0.11180903762578964,0.009688675133286712,0.2862936854362488,46,resnet152
n02128757,0.09496551007032394,0.008553749074011836,0.5049846172332764,44,resnet152
n02128925,0.12179434299468994,0.012509172036091224,0.28629374504089355,43,resnet152
n02129165,0.14712567627429962,0.011077957384548379,0.7138107419013977,50,resnet152
n02129604,0.12684381008148193,0.01279265757868664,0.7122181057929993,48,resnet152
n02130308,0.08097560703754425,0.007362098825091352,0.48957163095474243,48,resnet152
n02132136,0.14815771579742432,0.012055606023131257,0.5666941404342651,46,resnet152
n02133161,0.1570425182580948,0.015006383504075257,0.49206894636154175,46,resnet152
n02134084,0.1936357468366623,0.020665957972719553,0.6679286956787109,48,resnet152
n02134418,0.1503082811832428,0.015685284627501815,0.49206918478012085,40,resnet152
n02137549,0.18424111604690552,0.01674578609317611,0.4794011116027832,41,resnet152
n02138441,0.15797120332717896,0.014758400713374299,0.4794013500213623,47,resnet152
n02165105,0.07733951508998871,0.005462709315541742,0.4271617531776428,47,resnet152
n02165456,0.15105073153972626,0.013704231354543208,0.37772107124328613,48,resnet152
n02167151,0.16436748206615448,0.013667849924307914,0.4271617531776428,35,resnet152
n02168699,0.20576642453670502,0.01914392787279102,0.48527467250823975,44,resnet152
n02169497,0.175750270485878,0.01473107548565366,0.3777211904525757,33,resnet152
n02172182,0.18244849145412445,0.015715127570589942,0.7235405445098877,45,resnet152
n02174001,0.16312849521636963,0.03120130115998511,0.7357415556907654,48,resnet152
n02177972,0.12845851480960846,0.010726578374364417,0.5023390054702759,47,resnet152
n02190166,0.1585269719362259,0.012667332909776757,0.647059440612793,48,resnet152
n02206856,0.20798584818840027,0.019432553103459493,0.6414920091629028,42,resnet152
n02219486,0.22229379415512085,0.02250718495531346,0.7257036566734314,44,resnet152
n02226429,0.11016781628131866,0.007373100793614818,0.18633407354354858,38,resnet152
n02229544,0.18345986306667328,0.01765132885604472,0.1863340139389038,33,resnet152
n02231487,0.255179762840271,0.029573693626951787,0.42835599184036255,41,resnet152
n02233338,0.20466026663780212,0.01965666668203163,0.6892867684364319,40,resnet152
n02236044,0.1878434419631958,0.018806917239217118,0.428355872631073,48,resnet152
n02256656,0.1180441752076149,0.007783648065677621,0.6558833718299866,49,resnet152
n02259212,0.09606032073497772,0.006654990594905856,0.655883252620697,46,resnet152
n02264363,0.09686458855867386,0.006837712540520069,0.8254928588867188,42,resnet152
n02268443,0.12638191878795624,0.011632410723697608,0.2911146879196167,44,resnet152
n02268853,0.07435882091522217,0.005017204814810643,0.29111480712890625,49,resnet152
n02276258,0.07793977111577988,0.005803020572892552,0.8696764707565308,50,resnet152
n02277742,0.10813936591148376,0.01009017892543699,0.5221372246742249,50,resnet152
n02279972,0.06705076992511749,0.006296396175537509,0.8046334385871887,47,resnet152
n02280649,0.08892371505498886,0.007964987335973742,0.5516642928123474,48,resnet152
n02281406,0.0876864418387413,0.008786147430426793,0.5516644716262817,48,resnet152
n02281787,0.09871406108140945,0.007416908912156892,0.6174554228782654,48,resnet152
n02317335,0.15208691358566284,0.010106427896902765,0.7314750552177429,47,resnet152
n02319095,0.18774788081645966,0.018280585804311314,0.6451321840286255,47,resnet152
n02321529,0.19560083746910095,0.019960000618696044,0.7852344512939453,40,resnet152
n02325366,0.10858503729104996,0.007292075783275566,0.4092292785644531,39,resnet152
n02326432,0.16064557433128357,0.014278053376403487,0.4092293977737427,46,resnet152
n02328150,0.22779914736747742,0.022890446660035327,0.6413804888725281,50,resnet152
n02342885,0.15905538201332092,0.015577079655476698,0.7817263007164001,50,resnet152
n02346627,0.1543130725622177,0.01295854040512897,0.762423574924469,46,resnet152
n02356798,0.20256413519382477,0.01976570898213286,0.7347996830940247,47,resnet152
n02361337,0.1953582763671875,0.020028912089227843,0.6508857011795044,49,resnet152
n02363005,0.15146562457084656,0.012579551438296145,0.6508854031562805,42,resnet152
n02364673,0.21115855872631073,0.018889210550740887,0.7811323404312134,44,resnet152
n02389026,0.1507348269224167,0.018243844569281853,0.776295006275177,49,resnet152
n02391049,0.07729975134134293,0.0072004364672942555,0.8264659643173218,48,resnet152
n02395406,0.3360744118690491,0.059190384434176846,0.3288419842720032,33,resnet152
n02396427,0.15695154666900635,0.013365158595851091,0.3288419246673584,46,resnet152
n02397096,0.10003259032964706,0.00665343737567895,0.6311424374580383,48,resnet152
n02398521,0.15921339392662048,0.01664378308099522,0.8086795210838318,50,resnet152
n02403003,0.34718140959739685,0.05531343267745129,0.2939414381980896,30,resnet152
n02408429,0.2019542157649994,0.018442088150897866,0.4808632731437683,47,resnet152
n02410509,0.14056751132011414,0.011704932548319077,0.7542942762374878,49,resnet152
n02412080,0.32779407501220703,0.04196278517017091,0.2756751775741577,39,resnet152
n02415577,0.1611277312040329,0.019520920974508763,0.27567535638809204,35,resnet152
n02417914,0.12966841459274292,0.011165777759646844,0.6929003596305847,49,resnet152
n02422106,0.10923398286104202,0.008778775167950392,0.7580210566520691,49,resnet152
n02422699,0.12866710126399994,0.009760132534362958,0.2372031807899475,46,resnet152
n02423022,0.19729287922382355,0.023071944483629404,0.23720335960388184,36,resnet152
n02437312,0.21137788891792297,0.025093412788804573,0.6495572924613953,49,resnet152
n02437616,0.2616860270500183,0.02612254635710811,0.6495575904846191,49,resnet152
n02441942,0.19969096779823303,0.01811925283323764,0.26996850967407227,23,resnet152
n02442845,0.25817620754241943,0.032971356627708594,0.43095844984054565,45,resnet152
n02443114,0.21228551864624023,0.017912879457459216,0.19206899404525757,24,resnet152
n02443484,0.24880781769752502,0.028475944867176556,0.19206875562667847,34,resnet152
n02444819,0.22602610290050507,0.02522267956262869,0.5050588250160217,46,resnet152
n02445715,0.18164221942424774,0.018117810684119887,0.7517983913421631,48,resnet152
n02447366,0.1659734547138214,0.016654357204873453,0.655267596244812,47,resnet152
n02454379,0.12511511147022247,0.01373235097933799,0.774398148059845,48,resnet152
n02457408,0.12250024825334549,0.00928969801405968,0.833001971244812,50,resnet152
n02480495,0.185865581035614,0.01965309366032298,0.5744684338569641,47,resnet152
n02480855,0.16208265721797943,0.017447466756380207,0.4597494602203369,44,resnet152
n02481823,0.1959548145532608,0.019986284864932605,0.4597494602203369,47,resnet152
n02483362,0.1772281378507614,0.017407835511559885,0.42080771923065186,43,resnet152
n02483708,0.18573319911956787,0.02151084889842297,0.4208078384399414,40,resnet152
n02484975,0.13988779485225677,0.01102703656992611,0.5468742847442627,44,resnet152
n02486261,0.16665801405906677,0.014153373444646374,0.5468741059303284,34,resnet152
n02486410,0.18979384005069733,0.01955304614372473,0.5929057598114014,49,resnet152
n02487347,0.17928987741470337,0.016783488117486367,0.46694767475128174,44,resnet152
n02488291,0.2297837734222412,0.02341521345132375,0.46694791316986084,35,resnet152
n02488702,0.14228172600269318,0.013156375028409177,0.6119247078895569,46,resnet152
n02489166,0.0800023004412651,0.004961544437806349,0.8173916339874268,50,resnet152
n02490219,0.18516609072685242,0.01673757171774283,0.41761648654937744,39,resnet152
n02492035,0.15591590106487274,0.018694502124560974,0.4623669385910034,45,resnet152
n02492660,0.15109959244728088,0.014525510193543076,0.38991934061050415,46,resnet152
n02493509,0.23296457529067993,0.020558936831493638,0.417616605758667,36,resnet152
n02493793,0.23880049586296082,0.02781756119702761,0.3899194598197937,28,resnet152
n02494079,0.15098531544208527,0.015277130344179367,0.4623672366142273,39,resnet152
n02497673,0.18007491528987885,0.01961695265817779,0.5206111669540405,37,resnet152
n02500267,0.12911158800125122,0.010824789649212595,0.5206114053726196,46,resnet152
n02504013,0.18995071947574615,0.016644667934716525,0.17090201377868652,30,resnet152
n02504458,0.16606760025024414,0.014729083725079162,0.2356874942779541,35,resnet152
n02509815,0.08218581974506378,0.005880366073129289,0.7099094986915588,47,resnet152
n02510455,0.10859189182519913,0.010677909397751276,0.8310784697532654,48,resnet152
n02514041,0.14711445569992065,0.009917313144330236,0.6758104562759399,44,resnet152
n02526121,0.21949411928653717,0.024712406366520296,0.674897313117981,37,resnet152
n02536864,0.22537939250469208,0.021517138841442608,0.6297717094421387,48,resnet152
n02606052,0.059851694852113724,0.005422355369599863,0.8029278516769409,48,resnet152
n02607072,0.08483629673719406,0.006433671550402807,0.3963407278060913,47,resnet152
n02640242,0.20187415182590485,0.02288538300704948,0.6400976181030273,47,resnet152
n02641379,0.24210284650325775,0.027000949233411814,0.6400975584983826,46,resnet152
n02643566,0.05662485957145691,0.005100278237560172,0.8340388536453247,49,resnet152
n02655020,0.12805072963237762,0.009322763357083139,0.7787120938301086,47,resnet152
n02666196,0.13896003365516663,0.017650438083277764,0.8526069521903992,43,resnet152
n02667093,0.31255653500556946,0.04220756257217165,0.4209253787994385,43,resnet152
n02669723,0.3120335638523102,0.052909953712260635,0.2785811424255371,23,resnet152
n02672831,0.24994564056396484,0.027964521382171245,0.6804617643356323,46,resnet152
n02676566,0.26744773983955383,0.03266087778312401,0.3549336791038513,34,resnet152
n02687172,0.17975454032421112,0.017122780031303922,0.6495133638381958,47,resnet152
n02690373,0.1306154578924179,0.009386589473630544,0.3925403356552124,47,resnet152
n02692877,0.1918679177761078,0.01900522478795605,0.772322416305542,41,resnet152
n02699494,0.22133749723434448,0.025863830980138787,0.44748055934906006,37,resnet152
n02701002,0.12332750111818314,0.011238401787847789,0.4395143985748291,48,resnet152
n02704792,0.2886035144329071,0.03077311273834126,0.5177739262580872,38,resnet152
n02708093,0.2916230261325836,0.03483004011823536,0.15351563692092896,35,resnet152
n02727426,0.22833853960037231,0.02073827799040742,0.4670563340187073,47,resnet152
n02730930,0.3457834720611572,0.05704900093496507,0.42526620626449585,42,resnet152
n02747177,0.4186268448829651,0.07701776400766529,0.4126685857772827,36,resnet152
n02749479,0.2954791784286499,0.045827286628818936,0.2174641489982605,29,resnet152
n02769748,0.3781714141368866,0.07709580564844469,0.3713255524635315,25,resnet152
n02776631,0.3989803194999695,0.06446504686725486,0.39813941717147827,21,resnet152
n02777292,0.24360191822052002,0.03427245149564476,0.41524845361709595,46,resnet152
n02782093,0.08774900436401367,0.008179417537211398,0.8444012999534607,45,resnet152
n02783161,0.33364906907081604,0.04861676598154137,0.47503113746643066,38,resnet152
n02786058,0.35145851969718933,0.05625742128067474,0.5921373963356018,45,resnet152
n02787622,0.21860815584659576,0.023443723250681087,0.6217730641365051,48,resnet152
n02788148,0.3623393476009369,0.06049612141703696,0.47642236948013306,40,resnet152
n02790996,0.24629078805446625,0.02842411820755728,0.3960203528404236,32,resnet152
n02791124,0.23036737740039825,0.02536966911301887,0.45809662342071533,32,resnet152
n02791270,0.39680007100105286,0.10619952821304332,0.3565351963043213,36,resnet152
n02793495,0.1602301448583603,0.01640403724286394,0.5942091345787048,48,resnet152
n02794156,0.1756511926651001,0.016874627781638875,0.6563889980316162,48,resnet152
n02795169,0.32665202021598816,0.059463361271316705,0.3478200435638428,33,resnet152
n02797295,0.33239004015922546,0.04732910916703176,0.5239255428314209,44,resnet152
n02799071,0.32465648651123047,0.045901226418634984,0.35611140727996826,46,resnet152
n02802426,0.17432443797588348,0.019581571290159056,0.6632918119430542,47,resnet152
n02804414,0.25826260447502136,0.02646095113302956,0.22064882516860962,41,resnet152
n02804610,0.2128981202840805,0.020458232364291583,0.3917011618614197,45,resnet152
n02807133,0.35436469316482544,0.05488080364140186,0.35255175828933716,43,resnet152
n02808304,0.3330953121185303,0.042798148134930075,0.541657567024231,38,resnet152
n02808440,0.35234251618385315,0.0584153180902611,0.17335736751556396,23,resnet152
n02814533,0.21214787662029266,0.03471630215580395,0.3709487318992615,35,resnet152
n02814860,0.21825145184993744,0.020290338268038943,0.42002201080322266,39,resnet152
n02815834,0.24104519188404083,0.028285757118504277,0.4988452196121216,29,resnet152
n02817516,0.20088407397270203,0.022434475523039375,0.6120587587356567,49,resnet152
n02823428,0.31479328870773315,0.040726652397930184,0.38649988174438477,44,resnet152
n02823750,0.2920936048030853,0.04580465649840229,0.42225319147109985,44,resnet152
n02825657,0.2736111283302307,0.03296621359510436,0.4134557843208313,39,resnet152
n02834397,0.279512882232666,0.03923732446890369,0.635901927947998,37,resnet152
n02835271,0.21382340788841248,0.02633953730274175,0.49474596977233887,45,resnet152
n02837789,0.3313843309879303,0.0642949306744473,0.35743457078933716,32,resnet152
n02840245,0.410509318113327,0.059095472598251694,0.3655340075492859,39,resnet152
n02841315,0.3997889459133148,0.0639087578947042,0.5039514303207397,36,resnet152
n02843684,0.2389054298400879,0.024067675036732787,0.6998265385627747,46,resnet152
n02859443,0.2643029987812042,0.0398030582487993,0.39854007959365845,44,resnet152
n02860847,0.25419023633003235,0.024751790807113074,0.6200001835823059,48,resnet152
n02865351,0.17862839996814728,0.01809137862320858,0.7322041988372803,47,resnet152
n02869837,0.3354898691177368,0.053487931376818,0.47178971767425537,42,resnet152
n02870880,0.24711163341999054,0.030436866735405885,0.4208325743675232,36,resnet152
n02871525,0.3015080988407135,0.05018622140756766,0.2983323335647583,34,resnet152
n02877765,0.18550457060337067,0.020210277303784472,0.6751148700714111,42,resnet152
n02879718,0.36780405044555664,0.06698970380292665,0.5053631067276001,40,resnet152
n02883205,0.3347078859806061,0.051007627742241074,0.4123062491416931,43,resnet152
n02892201,0.20895569026470184,0.027258326552150873,0.7121856808662415,48,resnet152
n02892767,0.3662397265434265,0.0553468060775857,0.3843710422515869,38,resnet152
n02894605,0.30046042799949646,0.042118277911019256,0.41599059104919434,36,resnet152
n02895154,0.22879652678966522,0.01991295101570944,0.12487363815307617,25,resnet152
n02906734,0.2740063965320587,0.029899920402428094,0.56708163022995,39,resnet152
n02909870,0.33639219403266907,0.07219469400258498,0.4126685857772827,32,resnet152
n02910353,0.3726288676261902,0.05848530133397366,0.4693326950073242,31,resnet152
n02916936,0.3391124904155731,0.06743732589746802,0.4367455840110779,34,resnet152
n02917067,0.14980711042881012,0.017303901359271893,0.7044021487236023,48,resnet152
n02927161,0.2585829794406891,0.03772979028397346,0.4553711414337158,46,resnet152
n02930766,0.25539302825927734,0.035884973670284606,0.5093244910240173,41,resnet152
n02939185,0.3679630756378174,0.058883612542527726,0.40535247325897217,31,resnet152
n02948072,0.35214102268218994,0.05577169563292611,0.5969557762145996,34,resnet152
n02950826,0.2639496326446533,0.029243558873880443,0.6280073523521423,46,resnet152
n02951358,0.10149573534727097,0.01161442379423,0.43218594789505005,49,resnet152
n02951585,0.30800309777259827,0.04703685058866239,0.4589496850967407,42,resnet152
n02963159,0.2856232523918152,0.054462071964076125,0.4632894992828369,40,resnet152
n02965783,0.16843241453170776,0.019438547438976,0.7490367293357849,48,resnet152
n02966193,0.17099826037883759,0.02239142564862434,0.7308725118637085,49,resnet152
n02966687,0.31963488459587097,0.04795086473376857,0.4187244176864624,41,resnet152
n02971356,0.34480419754981995,0.0832940253754394,0.48205649852752686,29,resnet152
n02974003,0.2912359833717346,0.03771224801283771,0.470037579536438,22,resnet152
n02977058,0.3117336332798004,0.05094174768699705,0.5751045942306519,43,resnet152
n02978881,0.2689472734928131,0.03016737864971844,0.33333659172058105,36,resnet152
n02979186,0.21463802456855774,0.023313583761093833,0.22513192892074585,14,resnet152
n02980441,0.20931152999401093,0.02397258225081443,0.46221286058425903,37,resnet152
n02981792,0.23966865241527557,0.024053229775706342,0.28421491384506226,40,resnet152
n02988304,0.31955501437187195,0.04041181111929633,0.23748981952667236,29,resnet152
n02992211,0.22155950963497162,0.028287047200423566,0.38253074884414673,46,resnet152
n02992529,0.23645737767219543,0.028340487870277098,0.3038663864135742,39,resnet152
n02999410,0.3760761320590973,0.052010823398573505,0.4018115997314453,23,resnet152
n03000134,0.38480308651924133,0.07639849234292262,0.6080549955368042,41,resnet152
n03000247,0.2198622226715088,0.019159660813951256,0.6745707988739014,40,resnet152
n03000684,0.3033588230609894,0.041100958542551136,0.5492266416549683,50,resnet152
n03014705,0.35823366045951843,0.05073144387179819,0.5477379560470581,41,resnet152
n03016953,0.21689939498901367,0.03359864980361981,0.5236943960189819,17,resnet152
n03017168,0.23984065651893616,0.03637551033965811,0.4579334259033203,37,resnet152
n03018349,0.22018982470035553,0.0294035470923566,0.5649417042732239,46,resnet152
n03026506,0.1857445240020752,0.018758295452751775,0.6840294599533081,49,resnet152
n03028079,0.2712889015674591,0.031016542934082268,0.33174240589141846,33,resnet152
n03032252,0.27099668979644775,0.037265760977742146,0.505180299282074,38,resnet152
n03041632,0.3756513297557831,0.06682667760864351,0.42105579376220703,35,resnet152
n03042490,0.19537055492401123,0.020661749139173048,0.47877758741378784,47,resnet152
n03045698,0.3731353282928467,0.0744959529479946,0.4209253191947937,25,resnet152
n03047690,0.373479962348938,0.04803331975195242,0.4120091199874878,40,resnet152
n03062245,0.29960525035858154,0.039801605811906275,0.5138605237007141,37,resnet152
n03063599,0.30948173999786377,0.04166345464340404,0.22575289011001587,29,resnet152
n03063689,0.3363044261932373,0.04638962874654445,0.40573930740356445,36,resnet152
n03065424,0.41377776861190796,0.05685141616014085,0.4764223098754883,40,resnet152
n03075370,0.24355646967887878,0.02329677736668256,0.45682311058044434,43,resnet152
n03085013,0.23151671886444092,0.027702419863032783,0.46488380432128906,40,resnet152
n03089624,0.31954190135002136,0.055219629460947384,0.37765568494796753,33,resnet152
n03095699,0.12687982618808746,0.010734184785235256,0.6580489873886108,48,resnet152
n03100240,0.22859860956668854,0.03167248073903609,0.24888211488723755,49,resnet152
n03109150,0.25434428453445435,0.02732842679252529,0.4589496850967407,47,resnet152
n03110669,0.2886141240596771,0.039273903885174946,0.2483912706375122,41,resnet152
n03124043,0.19228340685367584,0.019709540201558046,0.644331157207489,40,resnet152
n03124170,0.2880195081233978,0.05891831905065427,0.3689286708831787,37,resnet152
n03125729,0.3171565532684326,0.04341200093088176,0.22064882516860962,28,resnet152
n03126707,0.22822992503643036,0.025865108029297992,0.5730304718017578,45,resnet152
n03127747,0.22577641904354095,0.026425198744518756,0.6501249074935913,48,resnet152
n03127925,0.27457234263420105,0.03556941072857285,0.6097144484519958,29,resnet152
n03131574,0.28662213683128357,0.036515504893279024,0.39188098907470703,40,resnet152
n03133878,0.22781705856323242,0.02910590706132847,0.5213818550109863,44,resnet152
n03134739,0.27295008301734924,0.03677865517804256,0.6775414347648621,47,resnet152
n03141823,0.3544295132160187,0.05748443153749669,0.5652456283569336,35,resnet152
n03146219,0.28216782212257385,0.033959773929550345,0.12487363815307617,28,resnet152
n03160309,0.24209049344062805,0.04039481464095154,0.5560057759284973,43,resnet152
n03179701,0.2697833180427551,0.05854670257364478,0.2970163822174072,23,resnet152
n03180011,0.26279571652412415,0.034167700291356864,0.1695154309272766,30,resnet152
n03187595,0.21278391778469086,0.018060461186194476,0.4693688750267029,48,resnet152
n03188531,0.3618625998497009,0.11357770563104619,0.45106011629104614,42,resnet152
n03196217,0.25355497002601624,0.029620248027363724,0.34055352210998535,35,resnet152
n03197337,0.2613826096057892,0.03169255755532889,0.3405534029006958,35,resnet152
n03201208,0.2689015567302704,0.04688917416893285,0.4479319453239441,44,resnet152
n03207743,0.16821031272411346,0.018993853197041694,0.7288569211959839,47,resnet152
n03207941,0.3762817978858948,0.068780680834579,0.49388962984085083,36,resnet152
n03208938,0.22017022967338562,0.022304821698125588,0.470037579536438,47,resnet152
n03216828,0.3045302629470825,0.04350349795637136,0.467110276222229,32,resnet152
n03218198,0.14664511382579803,0.01422891475748575,0.46441954374313354,47,resnet152
n03220513,0.3243553936481476,0.03303706521813634,0.5000032782554626,42,resnet152
n03223299,0.3376491069793701,0.04993149239473964,0.5983527302742004,37,resnet152
n03240683,0.15051020681858063,0.01344789177221167,0.7062001824378967,47,resnet152
n03249569,0.4189367890357971,0.07298554920430042,0.42080312967300415,29,resnet152
n03250847,0.3724821209907532,0.05748518326473197,0.42080312967300415,34,resnet152
n03255030,0.3384205102920532,0.05109644326755711,0.3960201144218445,44,resnet152
n03259280,0.37992343306541443,0.053879340222856,0.4157675504684448,44,resnet152
n03271574,0.17759743332862854,0.016621804784369074,0.7148475646972656,45,resnet152
n03272010,0.31679293513298035,0.048696465038697345,0.35493355989456177,41,resnet152
n03272562,0.11391445994377136,0.01001324053811475,0.412108838558197,43,resnet152
n03290653,0.16036130487918854,0.015513763455510613,0.3792976140975952,47,resnet152
n03291819,0.3872841000556946,0.09196865575726225,0.37520676851272583,28,resnet152
n03297495,0.25622525811195374,0.026008371662481697,0.4057391881942749,41,resnet152
n03314780,0.32701608538627625,0.03932967562938479,0.5396581888198853,44,resnet152
n03325584,0.23958367109298706,0.03172612478691836,0.601202666759491,44,resnet152
n03337140,0.23348356783390045,0.023014623209373065,0.5236942768096924,46,resnet152
n03344393,0.22166520357131958,0.019707993620564426,0.6306436657905579,50,resnet152
n03345487,0.21417894959449768,0.027756072881285104,0.5047310590744019,43,resnet152
n03347037,0.37631937861442566,0.058043822312132856,0.5891321897506714,33,resnet152
n03355925,0.304484099149704,0.0427693083735102,0.4884563088417053,40,resnet152
n03372029,0.321463942527771,0.050918634528061106,0.44392168521881104,32,resnet152
