wnid,compactness,dispersion,margin,n_imgs,model
n02094433,0.26921913027763367,0.20210628830093502,0.31986570358276367,34,vit_b_32
n02095314,0.2793510854244232,0.20800106464662135,0.3166654109954834,42,vit_b_32
n02095570,0.3560282289981842,0.2676838959403615,0.3166654109954834,34,vit_b_32
n02095889,0.2319979965686798,0.16421040598396,0.626511812210083,42,vit_b_32
n02096051,0.2683572471141815,0.1970320365287046,0.33623427152633667,43,vit_b_32
n02096177,0.30423030257225037,0.22253818015473933,0.45551490783691406,37,vit_b_32
n02096294,0.3246457576751709,0.2386681416492367,0.32273077964782715,31,vit_b_32
n02096437,0.24488501250743866,0.17460037705529832,0.7435661554336548,42,vit_b_32
n02096585,0.2657569944858551,0.20886675127274204,0.301499605178833,45,vit_b_32
n02097047,0.22372335195541382,0.16646676728547571,0.150642991065979,34,vit_b_32
n02097130,0.3134794235229492,0.24688129133247294,0.34289270639419556,44,vit_b_32
n02097209,0.1898006796836853,0.13963494883692026,0.15064311027526855,43,vit_b_32
n02097298,0.2753855586051941,0.2052901229742309,0.573314905166626,37,vit_b_32
n02097474,0.31816235184669495,0.24206212656316187,0.3805680274963379,27,vit_b_32
n02097658,0.26164737343788147,0.19781133810791995,0.3198658227920532,33,vit_b_32
n02098105,0.2534184455871582,0.20629446453918265,0.5610273480415344,38,vit_b_32
n02098286,0.23125241696834564,0.16720521942040234,0.5739185810089111,45,vit_b_32
n02098413,0.2716996669769287,0.21213761027617084,0.17601442337036133,41,vit_b_32
n02099267,0.28522953391075134,0.22818622300976302,0.48942601680755615,38,vit_b_32
n02099429,0.28486037254333496,0.21379494254436202,0.4894258975982666,38,vit_b_32
n02099601,0.30042964220046997,0.23687596820278145,0.3623558282852173,40,vit_b_32
n02099712,0.35787490010261536,0.2835298510423903,0.3623555898666382,43,vit_b_32
n02099849,0.3062616288661957,0.24469861686174302,0.5036399960517883,35,vit_b_32
n02100236,0.27661603689193726,0.20568014175094454,0.5926782488822937,43,vit_b_32
n02100583,0.30575573444366455,0.24228497278302727,0.46004927158355713,40,vit_b_32
n02100735,0.3265151381492615,0.24928983634145563,0.575764536857605,41,vit_b_32
n02100877,0.25814157724380493,0.19799637391018296,0.6449981927871704,42,vit_b_32
n02101006,0.2794598937034607,0.22163552543854234,0.6618084907531738,41,vit_b_32
n02101388,0.26183706521987915,0.2026780762731751,0.5141364336013794,41,vit_b_32
n02101556,0.19655142724514008,0.14667232904651648,0.49675071239471436,47,vit_b_32
n02102040,0.2636187672615051,0.2055055973635523,0.5148833394050598,45,vit_b_32
n02102177,0.23107057809829712,0.16593078545106982,0.5141363143920898,46,vit_b_32
n02102318,0.3043513298034668,0.2262733452131209,0.5331465005874634,41,vit_b_32
n02102480,0.2636491358280182,0.18879450806715617,0.49675071239471436,35,vit_b_32
n02102973,0.2260313332080841,0.14967791902927016,0.5768371224403381,42,vit_b_32
n02104029,0.2611432671546936,0.20666766381903404,0.22719168663024902,35,vit_b_32
n02104365,0.2762161195278168,0.22106132614245688,0.4420601725578308,40,vit_b_32
n02105056,0.2997734248638153,0.21546039422802932,0.4420601725578308,39,vit_b_32
n02105162,0.245123490691185,0.18007593302025757,0.4401949644088745,47,vit_b_32
n02105251,0.29294052720069885,0.1907227724790971,0.49584537744522095,32,vit_b_32
n02105412,0.37076282501220703,0.2852729676338286,0.5794785618782043,35,vit_b_32
n02105505,0.25822967290878296,0.16313256671839074,0.7980763912200928,46,vit_b_32
n02105641,0.24689358472824097,0.17775249672026214,0.7636507749557495,47,vit_b_32
n02105855,0.2825433909893036,0.2185874924172251,0.15940570831298828,37,vit_b_32
n02106030,0.1507030427455902,0.11327848491900439,0.15940570831298828,28,vit_b_32
n02106166,0.24972958862781525,0.2016368544817607,0.5327538847923279,40,vit_b_32
n02106382,0.30844008922576904,0.23635503009248637,0.4864169955253601,36,vit_b_32
n02106550,0.2756671607494354,0.2160769705955088,0.4944835305213928,45,vit_b_32
n02106662,0.23137237131595612,0.166512514255215,0.4401949644088745,41,vit_b_32
n02107142,0.27953001856803894,0.22286865329245376,0.48662662506103516,39,vit_b_32
n02107312,0.32165780663490295,0.25142296733871344,0.42227697372436523,37,vit_b_32
n02107574,0.26844099164009094,0.20786933178949965,0.1858682632446289,32,vit_b_32
n02107683,0.22964374721050262,0.16501612224546666,0.360445499420166,49,vit_b_32
n02107908,0.19189642369747162,0.14599126845034371,0.15285944938659668,18,vit_b_32
n02108000,0.1995687037706375,0.1377359115575131,0.15285944938659668,35,vit_b_32
n02108089,0.2897774279117584,0.22400799866757634,0.35105687379837036,37,vit_b_32
n02108422,0.27064910531044006,0.20099469635890976,0.35105687379837036,43,vit_b_32
n02108551,0.2007656991481781,0.14583096427794787,0.5481190085411072,46,vit_b_32
n02108915,0.26315486431121826,0.19811207198215022,0.301499605178833,44,vit_b_32
n02109047,0.3729710876941681,0.2834788825109033,0.5756480693817139,29,vit_b_32
n02109525,0.25240468978881836,0.1886096111644191,0.737525999546051,47,vit_b_32
n02109961,0.2560235857963562,0.1884091213573348,0.12000465393066406,28,vit_b_32
n02110063,0.21676723659038544,0.15973965086263625,0.2169162631034851,42,vit_b_32
n02110185,0.24276451766490936,0.18546735666609712,0.12000453472137451,30,vit_b_32
n02110341,0.20448757708072662,0.1389179340114424,0.792278528213501,47,vit_b_32
n02110627,0.2620357573032379,0.19692799097523742,0.6234551668167114,44,vit_b_32
n02110806,0.2654073238372803,0.2073130942580824,0.5380846261978149,48,vit_b_32
n02110958,0.3020218312740326,0.2263398670864604,0.6663528680801392,47,vit_b_32
n02111129,0.16731934249401093,0.1119857159144418,0.737525999546051,50,vit_b_32
n02111277,0.3243102431297302,0.24600559096696203,0.5481191277503967,44,vit_b_32
n02111500,0.28995808959007263,0.23262005955708806,0.2271915078163147,40,vit_b_32
n02111889,0.1898495852947235,0.1386956893636995,0.6857669353485107,47,vit_b_32
n02112018,0.226994127035141,0.159312413983977,0.6056060791015625,49,vit_b_32
n02112137,0.20344515144824982,0.14305854225339168,0.7137224674224854,43,vit_b_32
n02112350,0.20962749421596527,0.13457421079594786,0.605605959892273,47,vit_b_32
n02112706,0.28648659586906433,0.211309361069679,0.6234549283981323,43,vit_b_32
n02113023,0.2959992587566376,0.22945227365551743,0.24597465991973877,42,vit_b_32
n02113186,0.27535703778266907,0.21686128305943253,0.24597465991973877,37,vit_b_32
n02113624,0.32374411821365356,0.2504439747847105,0.08882701396942139,31,vit_b_32
n02113712,0.2670215368270874,0.2078446910635783,0.08882701396942139,29,vit_b_32
n02113799,0.31077465415000916,0.25082882076359797,0.2803823947906494,45,vit_b_32
n02113978,0.22498942911624908,0.17127409707923621,0.5503202676773071,39,vit_b_32
n02114367,0.18213389813899994,0.12212616476331606,0.33255326747894287,36,vit_b_32
n02114548,0.18107905983924866,0.12827936622267352,0.3325532078742981,42,vit_b_32
n02114712,0.1908324956893921,0.11103110486100583,0.4463474750518799,28,vit_b_32
n02114855,0.19067710638046265,0.1318470751499543,0.3798726201057434,35,vit_b_32
n02115641,0.2834644317626953,0.21468083140277092,0.5794788002967834,39,vit_b_32
n02115913,0.15785236656665802,0.10231789191709435,0.7279067039489746,47,vit_b_32
n02116738,0.12882287800312042,0.07048322358634913,0.465248703956604,49,vit_b_32
n02117135,0.19102802872657776,0.1163071513469875,0.465248703956604,47,vit_b_32
n02119022,0.17043760418891907,0.10835698773232305,0.17075902223587036,32,vit_b_32
n02119789,0.18231269717216492,0.11409126246342861,0.17075884342193604,32,vit_b_32
n02120079,0.22293145954608917,0.14311214048795504,0.6471831798553467,47,vit_b_32
n02120505,0.184321328997612,0.1205122814994087,0.2970772981643677,37,vit_b_32
n02123045,0.2695061266422272,0.19313453702986969,0.12576806545257568,34,vit_b_32
n02123159,0.3013836443424225,0.232989236262754,0.12576806545257568,12,vit_b_32
n02123394,0.21134741604328156,0.14321002620781279,0.770878791809082,46,vit_b_32
n02123597,0.17698335647583008,0.11209705635255934,0.7411737442016602,48,vit_b_32
n02124075,0.34174513816833496,0.251844813316507,0.20005303621292114,33,vit_b_32
n02125311,0.1947775036096573,0.12474284591848556,0.7952426671981812,47,vit_b_32
n02127052,0.20219942927360535,0.12216531156985155,0.7086210250854492,38,vit_b_32
n02128385,0.10642701387405396,0.054607064952179006,0.2298269271850586,43,vit_b_32
n02128757,0.15891489386558533,0.09123631624892858,0.4430288076400757,45,vit_b_32
n02128925,0.11547303944826126,0.06174719264407862,0.22982704639434814,39,vit_b_32
n02129165,0.1619822233915329,0.09252411074778481,0.7952426075935364,49,vit_b_32
n02129604,0.10470269620418549,0.05795278343582418,0.5874832272529602,47,vit_b_32
n02130308,0.12389516085386276,0.06573025148969269,0.5316208004951477,48,vit_b_32
n02132136,0.17488203942775726,0.10892274485526539,0.4746242165565491,46,vit_b_32
n02133161,0.23508572578430176,0.17059834245927666,0.42464715242385864,48,vit_b_32
n02134084,0.24913406372070312,0.1736343037040163,0.781220018863678,45,vit_b_32
n02134418,0.2160293310880661,0.14107290666479785,0.42464715242385864,39,vit_b_32
n02137549,0.2656322717666626,0.1654431571834318,0.3682764768600464,37,vit_b_32
n02138441,0.1941932588815689,0.11314909663373761,0.3682764768600464,43,vit_b_32
n02165105,0.11817660927772522,0.06471335218720027,0.4513065814971924,47,vit_b_32
n02165456,0.1996959000825882,0.12319459210568123,0.4683661460876465,46,vit_b_32
n02167151,0.20015205442905426,0.12669451324573042,0.4513065814971924,34,vit_b_32
n02168699,0.25330522656440735,0.18245938480626633,0.46711868047714233,41,vit_b_32
n02169497,0.21749603748321533,0.14094391942840412,0.45433253049850464,31,vit_b_32
n02172182,0.2370540201663971,0.14818962105771327,0.5883750915527344,43,vit_b_32
n02174001,0.19355104863643646,0.11448842287304463,0.7046790719032288,45,vit_b_32
n02177972,0.1980411261320114,0.12715485628500053,0.5161600708961487,45,vit_b_32
n02190166,0.22737084329128265,0.14560257919119454,0.5499667525291443,41,vit_b_32
n02206856,0.2695366144180298,0.17948611469150536,0.5499667525291443,39,vit_b_32
n02219486,0.287475049495697,0.20501197768592125,0.7284693717956543,38,vit_b_32
n02226429,0.221583291888237,0.1531743548361797,0.13014692068099976,38,vit_b_32
n02229544,0.24531559646129608,0.18233582592155143,0.13014698028564453,29,vit_b_32
n02231487,0.3450402617454529,0.25148402023661726,0.4585387110710144,35,vit_b_32
n02233338,0.3207271993160248,0.2319021152652514,0.6586093306541443,37,vit_b_32
n02236044,0.25662171840667725,0.17208790972321597,0.4585387110710144,39,vit_b_32
n02256656,0.20787598192691803,0.12922433437733966,0.6631253957748413,48,vit_b_32
n02259212,0.18802058696746826,0.11297887269454869,0.6631252765655518,46,vit_b_32
n02264363,0.1853371411561966,0.11040460653787103,0.8546581268310547,42,vit_b_32
n02268443,0.1911826729774475,0.11817766089527337,0.255784273147583,39,vit_b_32
n02268853,0.13510067760944366,0.07396166706454539,0.25578415393829346,48,vit_b_32
n02276258,0.15498338639736176,0.08064783297250504,0.8327370882034302,50,vit_b_32
n02277742,0.16906216740608215,0.09878204525285227,0.6130019426345825,46,vit_b_32
n02279972,0.11009618639945984,0.053043947999507485,0.7941870093345642,46,vit_b_32
n02280649,0.12956160306930542,0.06841583688977469,0.612062931060791,47,vit_b_32
n02281406,0.13409718871116638,0.07553039031034682,0.6120630502700806,47,vit_b_32
n02281787,0.1471484750509262,0.07784614863197171,0.6130020618438721,44,vit_b_32
n02317335,0.21854013204574585,0.12073843178550818,0.7015500068664551,45,vit_b_32
n02319095,0.2922919988632202,0.14771993151404753,0.4507719874382019,42,vit_b_32
n02321529,0.27812108397483826,0.17887973644145702,0.7616410851478577,37,vit_b_32
n02325366,0.1369808465242386,0.07515290628058531,0.24878644943237305,39,vit_b_32
n02326432,0.19017495214939117,0.11140453872927063,0.24878644943237305,45,vit_b_32
n02328150,0.23257069289684296,0.15568396228189277,0.6792040467262268,49,vit_b_32
n02342885,0.17827533185482025,0.11803428210493759,0.7245690226554871,50,vit_b_32
n02346627,0.21028341352939606,0.13795972549629348,0.6853509545326233,42,vit_b_32
n02356798,0.2119920700788498,0.1400774099160432,0.761191189289093,43,vit_b_32
n02361337,0.23324094712734222,0.15616140593834812,0.6285594701766968,45,vit_b_32
n02363005,0.20326881110668182,0.1314676658607323,0.62762051820755,38,vit_b_32
n02364673,0.2693803906440735,0.1749861703397183,0.8410850167274475,40,vit_b_32
n02389026,0.1841353178024292,0.13553029108235903,0.7982833981513977,48,vit_b_32
n02391049,0.12168600410223007,0.06101679870559599,0.8214316368103027,47,vit_b_32
n02395406,0.30862095952033997,0.2334949950025256,0.30532872676849365,26,vit_b_32
n02396427,0.18832841515541077,0.12426664545380121,0.3053286075592041,38,vit_b_32
n02397096,0.15941116213798523,0.10400540037764017,0.4744608998298645,45,vit_b_32
n02398521,0.2068426012992859,0.127720204762853,0.8155131340026855,47,vit_b_32
n02403003,0.2874179780483246,0.2121326416347821,0.259610652923584,30,vit_b_32
n02408429,0.20560917258262634,0.1474277356009349,0.3624521493911743,43,vit_b_32
n02410509,0.16277718544006348,0.09793195922634627,0.7561928033828735,45,vit_b_32
n02412080,0.2446347028017044,0.17270361568344014,0.24234700202941895,28,vit_b_32
n02415577,0.18239884078502655,0.12463143415982005,0.24234700202941895,40,vit_b_32
n02417914,0.21129421889781952,0.1327734310481804,0.7348240613937378,47,vit_b_32
n02422106,0.14914081990718842,0.08100832814781915,0.5526865720748901,49,vit_b_32
n02422699,0.1760956197977066,0.11421865183119144,0.20592725276947021,43,vit_b_32
n02423022,0.1920723170042038,0.12672450461908988,0.20592725276947021,32,vit_b_32
n02437312,0.25297513604164124,0.16601240906381481,0.6922634840011597,48,vit_b_32
n02437616,0.23512130975723267,0.15783818045476444,0.6922634840011597,46,vit_b_32
n02441942,0.16243107616901398,0.10430479674530906,0.3001211881637573,21,vit_b_32
n02442845,0.2949415445327759,0.204255044136092,0.3522392511367798,41,vit_b_32
n02443114,0.18870455026626587,0.11100564920260918,0.11631309986114502,22,vit_b_32
n02443484,0.24313756823539734,0.1700891954575491,0.1163131594657898,36,vit_b_32
n02444819,0.23022623360157013,0.1569868162801283,0.5621797442436218,40,vit_b_32
n02445715,0.21729442477226257,0.13959887188616205,0.7864406108856201,42,vit_b_32
n02447366,0.18523013591766357,0.11077859957957087,0.7641832828521729,48,vit_b_32
n02454379,0.21560050547122955,0.1198612714057532,0.8833290934562683,48,vit_b_32
n02457408,0.23624800145626068,0.14566881488785563,0.8482275605201721,47,vit_b_32
n02480495,0.20263540744781494,0.11621796402076916,0.7413842678070068,45,vit_b_32
n02480855,0.1725567877292633,0.1114460558865847,0.5260594487190247,41,vit_b_32
n02481823,0.21336551010608673,0.1437972026822058,0.5260593891143799,43,vit_b_32
n02483362,0.18222497403621674,0.11962044393389021,0.39548802375793457,39,vit_b_32
n02483708,0.2117622345685959,0.14860621934601895,0.39548778533935547,39,vit_b_32
n02484975,0.18021242320537567,0.11560350255855041,0.4189140796661377,43,vit_b_32
n02486261,0.18795667588710785,0.11024091329149893,0.41891396045684814,35,vit_b_32
n02486410,0.22441032528877258,0.13968317693328267,0.5555644035339355,46,vit_b_32
n02487347,0.21143710613250732,0.12753193488312728,0.5156732797622681,41,vit_b_32
n02488291,0.2051573246717453,0.12307151947617763,0.5002917051315308,35,vit_b_32
n02488702,0.1588325947523117,0.09962824916910847,0.5693308115005493,43,vit_b_32
n02489166,0.12380409240722656,0.05955508491178191,0.828868567943573,50,vit_b_32
n02490219,0.20364059507846832,0.1377929697970006,0.3259151577949524,38,vit_b_32
n02492035,0.20560705661773682,0.1392105162740596,0.5490648150444031,43,vit_b_32
n02492660,0.2150373011827469,0.13865304905854856,0.3742818236351013,42,vit_b_32
n02493509,0.2005116045475006,0.12688552641079,0.3259151577949524,30,vit_b_32
n02493793,0.236942321062088,0.16616752725667588,0.37428170442581177,21,vit_b_32
n02494079,0.12967237830162048,0.08095998784234042,0.48508816957473755,40,vit_b_32
n02497673,0.1610793024301529,0.09796514288909376,0.416862428188324,39,vit_b_32
n02500267,0.19763827323913574,0.11452940626550785,0.4168623089790344,47,vit_b_32
n02504013,0.19244356453418732,0.12185453975331088,0.12731343507766724,35,vit_b_32
n02504458,0.14469604194164276,0.08735978740051242,0.16582685708999634,30,vit_b_32
n02509815,0.10761899501085281,0.05301238901742961,0.7554996013641357,47,vit_b_32
n02510455,0.18224318325519562,0.10514405616828627,0.7554997205734253,48,vit_b_32
n02514041,0.18010999262332916,0.10006292256213041,0.5535486936569214,41,vit_b_32
n02526121,0.28776809573173523,0.19091012716649045,0.5576489567756653,36,vit_b_32
n02536864,0.264981746673584,0.1672918969553816,0.6968277096748352,43,vit_b_32
n02606052,0.11757750064134598,0.06060794048956336,0.7647618651390076,47,vit_b_32
n02607072,0.1433563381433487,0.0795154291906156,0.3753219246864319,48,vit_b_32
n02640242,0.22489771246910095,0.14947278702716146,0.724056601524353,38,vit_b_32
n02641379,0.2942636013031006,0.19684033185321007,0.5535485744476318,34,vit_b_32
n02643566,0.1326974779367447,0.07331171726146375,0.790939450263977,48,vit_b_32
n02655020,0.22308078408241272,0.13088343647417278,0.6644227504730225,43,vit_b_32
n02666196,0.2568885385990143,0.14816124981350673,0.8598161339759827,38,vit_b_32
n02667093,0.38116970658302307,0.2546660558703287,0.5061277747154236,44,vit_b_32
n02669723,0.3178664445877075,0.23005186453006668,0.24805480241775513,26,vit_b_32
n02672831,0.3116897940635681,0.20738747587929016,0.7201833128929138,42,vit_b_32
n02676566,0.3011467456817627,0.19982412959669124,0.36339253187179565,31,vit_b_32
n02687172,0.2222607135772705,0.1477770034511525,0.5900636911392212,45,vit_b_32
n02690373,0.16782386600971222,0.09721476944840142,0.35315269231796265,49,vit_b_32
n02692877,0.2760232090950012,0.18407353006576044,0.8712517023086548,39,vit_b_32
n02699494,0.2889518737792969,0.1896899935163426,0.4072761535644531,37,vit_b_32
n02701002,0.16705138981342316,0.115562980078674,0.36264657974243164,47,vit_b_32
n02704792,0.3187326192855835,0.22127833070561365,0.49828821420669556,34,vit_b_32
n02708093,0.2923916280269623,0.19902263691542776,0.1353597640991211,35,vit_b_32
n02727426,0.3110869824886322,0.2087576399968285,0.514816403388977,40,vit_b_32
n02730930,0.3731829822063446,0.2830201435472699,0.5703549981117249,37,vit_b_32
n02747177,0.47351303696632385,0.36936421614854725,0.5112963318824768,33,vit_b_32
n02749479,0.37984031438827515,0.2730582475328856,0.23581063747406006,28,vit_b_32
n02769748,0.3700017035007477,0.27034292192820575,0.3916298747062683,20,vit_b_32
n02776631,0.419291228055954,0.3154581272782395,0.5132176280021667,21,vit_b_32
n02777292,0.2553119659423828,0.15321932812856318,0.44711190462112427,46,vit_b_32
n02782093,0.22943468391895294,0.12655482066618434,0.7765273451805115,46,vit_b_32
n02783161,0.40422460436820984,0.29485400890865615,0.4203479290008545,29,vit_b_32
n02786058,0.4501994252204895,0.3684344011272556,0.6281664967536926,35,vit_b_32
n02787622,0.30343371629714966,0.22574768295040823,0.6095134615898132,46,vit_b_32
n02788148,0.4121175706386566,0.30904128878584114,0.4392763376235962,40,vit_b_32
n02790996,0.22814443707466125,0.1344012110012455,0.354681134223938,31,vit_b_32
n02791124,0.24499642848968506,0.1723766903830519,0.4835265874862671,35,vit_b_32
n02791270,0.413930743932724,0.33735594909944827,0.4815763831138611,30,vit_b_32
n02793495,0.2164728194475174,0.1420927882170613,0.6926698684692383,48,vit_b_32
n02794156,0.263965904712677,0.15012240316218348,0.5346704125404358,43,vit_b_32
n02795169,0.3867793083190918,0.26387494475020856,0.3632580041885376,33,vit_b_32
n02797295,0.3980242609977722,0.3033541010480258,0.6952559947967529,35,vit_b_32
n02799071,0.26540184020996094,0.1572645103473743,0.4331321716308594,37,vit_b_32
n02802426,0.22723239660263062,0.1379761329651329,0.6861323118209839,45,vit_b_32
n02804414,0.2951868772506714,0.1973249260359137,0.1865149736404419,36,vit_b_32
n02804610,0.33722302317619324,0.24059655964050042,0.3526723384857178,38,vit_b_32
n02807133,0.36838942766189575,0.2827915376107952,0.49088436365127563,39,vit_b_32
n02808304,0.3943842649459839,0.292413759422307,0.7136775255203247,30,vit_b_32
n02808440,0.3849688172340393,0.303699681566981,0.11782974004745483,21,vit_b_32
n02814533,0.26236748695373535,0.21568371316545076,0.4292628765106201,32,vit_b_32
n02814860,0.2766607701778412,0.18712567738579003,0.42120301723480225,38,vit_b_32
n02815834,0.38582906126976013,0.29408348852539995,0.4918583631515503,24,vit_b_32
n02817516,0.20770682394504547,0.13038375837425287,0.6344470977783203,46,vit_b_32
n02823428,0.3684659004211426,0.2517016577379249,0.36498308181762695,42,vit_b_32
n02823750,0.3415006697177887,0.24924560330522283,0.5513984560966492,43,vit_b_32
n02825657,0.2990693151950836,0.2181716122641023,0.34544384479522705,37,vit_b_32
n02834397,0.33704644441604614,0.24978927232183482,0.745372474193573,34,vit_b_32
n02835271,0.2506765127182007,0.18704320950977052,0.54008549451828,44,vit_b_32
n02837789,0.3168737292289734,0.25139281301314953,0.3562866449356079,31,vit_b_32
n02840245,0.4579019844532013,0.35794608661706695,0.41514652967453003,33,vit_b_32
n02841315,0.45252642035484314,0.34548777613951737,0.7140091061592102,33,vit_b_32
n02843684,0.3386875092983246,0.24344225424652502,0.7138494253158569,43,vit_b_32
n02859443,0.3222391903400421,0.22889558896687845,0.5314654111862183,43,vit_b_32
n02860847,0.2773992717266083,0.17764999911642995,0.7438429594039917,46,vit_b_32
n02865351,0.2863633632659912,0.19724429178432504,0.8357167840003967,41,vit_b_32
n02869837,0.370958149433136,0.2951124247186228,0.6777795553207397,31,vit_b_32
n02870880,0.2779967188835144,0.1960654814285049,0.4679889678955078,32,vit_b_32
n02871525,0.37203216552734375,0.2658366619170695,0.3383835554122925,24,vit_b_32
n02877765,0.3090454936027527,0.20540134161488796,0.6759422421455383,32,vit_b_32
n02879718,0.4322359263896942,0.331201984036101,0.7938691973686218,37,vit_b_32
n02883205,0.33145248889923096,0.24708917215091478,0.5161470770835876,37,vit_b_32
n02892201,0.2749333381652832,0.15053892748414824,0.6455267667770386,47,vit_b_32
n02892767,0.32665514945983887,0.24039863749694215,0.3562866449356079,32,vit_b_32
n02894605,0.33665862679481506,0.26391492880393497,0.42120301723480225,31,vit_b_32
n02895154,0.2959032952785492,0.1949501907144727,0.08920419216156006,22,vit_b_32
n02906734,0.34728872776031494,0.21991191305970606,0.5528929233551025,33,vit_b_32
n02909870,0.4189442992210388,0.32968828662808014,0.5667585730552673,32,vit_b_32
n02910353,0.4655589163303375,0.36939314958129704,0.6981484889984131,28,vit_b_32
n02916936,0.3311111032962799,0.23892622282480472,0.6872174143791199,28,vit_b_32
n02917067,0.17502565681934357,0.09718685163815216,0.752932608127594,48,vit_b_32
n02927161,0.295441597700119,0.19705071249085515,0.5916584730148315,38,vit_b_32
n02930766,0.36095574498176575,0.25558836841204235,0.641815721988678,39,vit_b_32
n02939185,0.41262301802635193,0.3128825915103692,0.4809277057647705,31,vit_b_32
n02948072,0.3924589455127716,0.2838647162505707,0.5493550300598145,31,vit_b_32
n02950826,0.33479511737823486,0.24276277686408698,0.7070208787918091,41,vit_b_32
n02951358,0.1411442905664444,0.09023477667477652,0.31994539499282837,50,vit_b_32
n02951585,0.3577660322189331,0.29929955205978487,0.46067875623703003,32,vit_b_32
n02963159,0.2951745092868805,0.21677830139593446,0.6139673590660095,37,vit_b_32
n02965783,0.20847775042057037,0.13969983520391518,0.8209830522537231,48,vit_b_32
n02966193,0.2534652650356293,0.1267338337205044,0.858476459980011,49,vit_b_32
n02966687,0.40840333700180054,0.30879971499858566,0.5299292802810669,37,vit_b_32
n02971356,0.4321815073490143,0.3445277749229014,0.6136449575424194,25,vit_b_32
n02974003,0.34007278084754944,0.2351447062585091,0.5331670045852661,22,vit_b_32
n02977058,0.3073628842830658,0.2233412950998576,0.5946276783943176,35,vit_b_32
n02978881,0.35745880007743835,0.2697449170499748,0.41176557540893555,28,vit_b_32
n02979186,0.2251635044813156,0.16363224179297647,0.11188828945159912,12,vit_b_32
n02980441,0.2533331513404846,0.17008877062822805,0.506091833114624,37,vit_b_32
n02981792,0.18632002174854279,0.12709769257826778,0.18883121013641357,38,vit_b_32
n02988304,0.29038769006729126,0.21970262856687595,0.14775198698043823,24,vit_b_32
n02992211,0.27550333738327026,0.1839241835047368,0.3377017378807068,42,vit_b_32
n02992529,0.2966481149196625,0.2180312014015091,0.30859971046447754,37,vit_b_32
n02999410,0.40848013758659363,0.30338620740018446,0.5114133358001709,21,vit_b_32
n03000134,0.46245077252388,0.3411454707752249,0.7156159281730652,36,vit_b_32
n03000247,0.34273427724838257,0.22260993923994107,0.6115798354148865,37,vit_b_32
n03000684,0.3093506097793579,0.22876761714211102,0.6925615668296814,45,vit_b_32
n03014705,0.4533892273902893,0.3342056161689662,0.6480208039283752,36,vit_b_32
n03016953,0.29466232657432556,0.22495443139798824,0.4323119521141052,20,vit_b_32
n03017168,0.2804231345653534,0.24876766922276294,0.4262566566467285,33,vit_b_32
n03018349,0.26383307576179504,0.19553073659852668,0.6415997743606567,44,vit_b_32
n03026506,0.27190151810646057,0.17579597104216263,0.7448257207870483,45,vit_b_32
n03028079,0.2882746458053589,0.2025714256300133,0.2681010961532593,33,vit_b_32
n03032252,0.36641111969947815,0.2551931865499642,0.6722549200057983,33,vit_b_32
n03041632,0.42956864833831787,0.3461919934909523,0.5206030607223511,21,vit_b_32
n03042490,0.24785341322422028,0.15394055058777428,0.6444723606109619,45,vit_b_32
n03045698,0.3757230043411255,0.3081390803454363,0.5061278939247131,17,vit_b_32
n03047690,0.3747020661830902,0.26273022624720904,0.3572695255279541,35,vit_b_32
n03062245,0.38977673649787903,0.2822504173067876,0.6503404378890991,37,vit_b_32
n03063599,0.38060227036476135,0.2866253174468432,0.23843365907669067,30,vit_b_32
n03063689,0.328628271818161,0.23905391934297793,0.43092572689056396,30,vit_b_32
n03065424,0.438784122467041,0.31748838571836535,0.43927615880966187,37,vit_b_32
n03075370,0.3657044470310211,0.24840350974295491,0.3620246648788452,38,vit_b_32
n03085013,0.25499311089515686,0.17396564729600025,0.4051172733306885,35,vit_b_32
n03089624,0.3827180862426758,0.2856516113659064,0.5142413973808289,26,vit_b_32
n03095699,0.206547349691391,0.11910014358485027,0.6672695875167847,46,vit_b_32
n03100240,0.23468135297298431,0.17690032045624324,0.2232609987258911,42,vit_b_32
n03109150,0.3122503459453583,0.20944923550055752,0.46067875623703003,46,vit_b_32
n03110669,0.3404240310192108,0.2459104379135466,0.2080848217010498,25,vit_b_32
n03124043,0.3381108343601227,0.22703688464307195,0.6317315697669983,35,vit_b_32
n03124170,0.3509652316570282,0.2873964674428362,0.3756798505783081,31,vit_b_32
n03125729,0.3289857804775238,0.24183170116526873,0.1865149736404419,27,vit_b_32
n03126707,0.27657806873321533,0.2083692060501047,0.6667525172233582,41,vit_b_32
n03127747,0.2617805600166321,0.1832098935373511,0.7500317692756653,48,vit_b_32
n03127925,0.41056084632873535,0.3211586892406476,0.6257675290107727,29,vit_b_32
n03131574,0.3166300356388092,0.23065558619528292,0.4514961838722229,38,vit_b_32
n03133878,0.3205222487449646,0.22062958824777298,0.6308830380439758,39,vit_b_32
n03134739,0.34678131341934204,0.2428874319381087,0.6723383069038391,40,vit_b_32
n03141823,0.4901920258998871,0.3959582268187261,0.6933625936508179,29,vit_b_32
n03146219,0.3011157512664795,0.2060649833204881,0.08920425176620483,21,vit_b_32
n03160309,0.3015289902687073,0.2191526617608047,0.7061159014701843,41,vit_b_32
n03179701,0.27773991227149963,0.22874717423144006,0.20824217796325684,28,vit_b_32
n03180011,0.23739783465862274,0.18017550146461728,0.12545239925384521,30,vit_b_32
n03187595,0.21831220388412476,0.13248932375745082,0.5072987079620361,46,vit_b_32
