model,family,class,corruption,severity,method,iou,centroid_shift,prob_corr,correct,abs_delta_hf_energy,abs_delta_edge_strength,abs_delta_entropy,abs_delta_contrast,abs_delta_brightness
resnet101,CNN,velvet,pixelate,1,cam,0.5597049689440994,17.317662330317358,0.0894492045044899,True,0.0032861456274986267,0.0019954871386289597,0.005787860823170732,0.000861823558807373,0.001311957836151123
resnet101,CNN,velvet,pixelate,2,cam,0.6033216224848291,15.057054024764971,0.1207883208990097,True,0.003436674363911152,0.0020545795559883118,0.008161663702161093,0.000904083251953125,0.0016369670629501343
resnet101,CNN,velvet,pixelate,3,cam,0.5077338939780748,22.753156486937623,0.0083236088976264,False,0.005150406621396542,0.003420737572014332,0.005859985620952912,0.001962006092071533,0.0006245523691177368
resnet101,CNN,velvet,pixelate,4,cam,0.4981720510333507,19.519957375884484,0.0015243447851389647,False,0.006319017149507999,0.004899456165730953,0.0013676597700795767,0.002977222204208374,0.00037242472171783447
resnet101,CNN,velvet,pixelate,5,cam,0.5658140985651903,21.489669664032693,0.0015333526534959674,False,0.007004098035395145,0.006108579225838184,0.002701201511881024,0.0035780370235443115,0.0008478611707687378
resnet101,CNN,velvet,jpeg_compression,1,cam,0.5797340885846904,18.50266460492276,0.0017868529539555311,False,0.0010474929586052895,4.557520151138306e-05,0.0029971102669694716,0.00039061903953552246,0.0004479736089706421
resnet101,CNN,velvet,jpeg_compression,2,cam,0.6007653061224489,22.23650135480764,0.0014360982459038496,False,0.0013000546023249626,0.00019258633255958557,0.04168221757816859,0.0005089044570922852,0.000546574592590332
resnet101,CNN,velvet,jpeg_compression,3,cam,0.5439028140858065,31.30832439178995,0.001552871661260724,False,0.0009548785164952278,0.00011090561747550964,0.13175922271941687,0.0005789697170257568,4.4971704483032227e-05
resnet101,CNN,velvet,jpeg_compression,4,cam,0.5069418386491558,27.31259777480475,0.0018816431984305382,False,0.0014941971749067307,0.001034202054142952,0.298879065440639,0.001036226749420166,0.0012887120246887207
resnet101,CNN,velvet,jpeg_compression,5,cam,0.47056239015817225,32.78541833242676,0.0008051160257309675,False,0.001346043311059475,0.0017687063664197922,0.5673883449409693,0.0015868544578552246,0.00043056905269622803
resnet101,CNN,patio,gaussian_noise,1,cam,0.6782608695652174,3.6341941128133852,0.0004949623835273087,False,0.00963958166539669,0.02714916318655014,0.29620808066199533,0.004064992070198059,0.0021420419216156006
resnet101,CNN,patio,gaussian_noise,2,cam,0.7329133586468761,8.153813975253039,0.0002189534716308117,False,0.020595714449882507,0.0444241538643837,0.4043354499101719,0.008195087313652039,0.001468360424041748
resnet101,CNN,patio,gaussian_noise,3,cam,0.7282589977613225,12.431312639289505,0.0003337736416142434,False,0.04037196561694145,0.06859703361988068,0.48356167701175323,0.01277787983417511,0.0008192062377929688
resnet101,CNN,patio,gaussian_noise,4,cam,0.6247369273109924,14.48941598119631,0.00021478495909832418,False,0.07214929535984993,0.09862082451581955,0.5232122023937871,0.01717449724674225,0.004174858331680298
resnet101,CNN,patio,gaussian_noise,5,cam,0.5527191150305562,1.5513842652148009,0.00038717204006388783,False,0.11653431877493858,0.13482002168893814,0.5410811031954212,0.024448588490486145,0.011485099792480469
resnet101,CNN,patio,shot_noise,1,cam,0.7426636568848759,2.4364480748279815,0.0005684740608558059,False,0.011329423636198044,0.029178127646446228,0.3103294140444124,0.004578903317451477,0.0026130080223083496
resnet101,CNN,patio,shot_noise,2,cam,0.6522884425419823,1.9949117837312151,0.0005467405426315963,False,0.025483649224042892,0.04908813536167145,0.40341009395108873,0.009117498993873596,0.0053863525390625
resnet101,CNN,patio,shot_noise,3,cam,0.6672481103081651,11.876108061670687,0.0002850016753654927,False,0.04745834693312645,0.07144789397716522,0.45755522246098135,0.014057889580726624,0.01181650161743164
resnet101,CNN,patio,shot_noise,4,cam,0.5964368090352342,3.3684865499871615,0.0001977235806407407,False,0.1029546670615673,0.1128862276673317,0.33084601723782914,0.0268256813287735,0.026368290185928345
resnet101,CNN,patio,shot_noise,5,cam,0.5803480040941658,6.237852207570891,0.0001594659552210942,False,0.1553921066224575,0.14207907766103745,0.21953025430284523,0.039065971970558167,0.04244929552078247
resnet101,CNN,patio,impulse_noise,1,cam,0.7263972484952709,3.1441791530606777,0.00044207123573869467,False,0.014081262052059174,0.019675850868225098,0.078219246279013,0.0014882087707519531,0.0013895034790039062
resnet101,CNN,patio,impulse_noise,2,cam,0.6202776880852438,16.331890548318743,0.000419874326325953,False,0.02741619199514389,0.037233270704746246,0.14596634132975517,0.002834618091583252,0.0025835037231445312
resnet101,CNN,patio,impulse_noise,3,cam,0.6129861780777885,16.450354273573485,0.00045860360842198133,False,0.039559487253427505,0.051949985325336456,0.19604931575853168,0.00448782742023468,0.00531885027885437
resnet101,CNN,patio,impulse_noise,4,cam,0.6690503908198903,12.895887562121247,0.0002659700403455645,False,0.07348738983273506,0.08786996454000473,0.30185130482676303,0.008540257811546326,0.007718086242675781
resnet101,CNN,patio,impulse_noise,5,cam,0.5692283636932218,9.84882291164717,0.00044068871648050845,False,0.11213172599673271,0.12329377979040146,0.39553609169124915,0.01550273597240448,0.013971596956253052
resnet101,CNN,patio,defocus_blur,1,cam,0.7161422708618331,0.7353385764459153,0.00016996437625493854,False,0.018130040727555752,0.024627048522233963,0.09468916248367698,0.01811656355857849,0.0020200908184051514
resnet101,CNN,patio,defocus_blur,2,cam,0.588477366255144,2.992806197307578,0.00019669994071591645,False,0.01872733945492655,0.028533462435007095,0.11322770873607091,0.02260369062423706,0.0019471049308776855
resnet101,CNN,patio,defocus_blur,3,cam,0.4504986269692152,10.14032752291278,0.00026488371076993644,False,0.018763118656352162,0.03316062316298485,0.17750768132466188,0.02996756136417389,0.0019266009330749512
resnet101,CNN,patio,defocus_blur,4,cam,0.3062605752961083,10.0988967690478,0.00023800769122317433,False,0.018845492508262396,0.035332911647856236,0.2158486123523371,0.032968923449516296,0.003881603479385376
resnet101,CNN,patio,defocus_blur,5,cam,0.2772510340439071,17.751299359633283,0.00016696385864634067,False,0.01887460274156183,0.03708712104707956,0.25704067089986626,0.03872571885585785,0.0028889477252960205
resnet101,CNN,patio,glass_blur,1,cam,1.0,0.0,0.0003779949911404401,False,0.0,0.0,0.0,0.0,0.0
resnet101,CNN,patio,glass_blur,2,cam,1.0,0.0,0.0003779949911404401,False,0.0,0.0,0.0,0.0,0.0
resnet101,CNN,patio,glass_blur,3,cam,1.0,0.0,0.0003779949911404401,False,0.0,0.0,0.0,0.0,0.0
resnet101,CNN,patio,glass_blur,4,cam,1.0,0.0,0.0003779949911404401,False,0.0,0.0,0.0,0.0,0.0
resnet101,CNN,patio,glass_blur,5,cam,1.0,0.0,0.0003779949911404401,False,0.0,0.0,0.0,0.0,0.0
resnet101,CNN,patio,motion_blur,1,cam,0.6374612497960516,8.607104715010832,0.0003783217689488083,False,0.01373866805806756,0.01689908094704151,0.07103810875052385,0.011815965175628662,0.003142416477203369
resnet101,CNN,patio,motion_blur,2,cam,0.5225669422741409,12.12884111487667,0.00021495315013453364,False,0.013054028619080782,0.01933986134827137,0.07358770423947192,0.014175966382026672,0.00496479868888855
resnet101,CNN,patio,motion_blur,3,cam,0.4999626614890598,9.32661379627143,0.00019113431335426867,False,0.017689290456473827,0.026611583307385445,0.15998576229754047,0.02300599217414856,0.002654463052749634
resnet101,CNN,patio,motion_blur,4,cam,0.257565315456425,16.42561617761311,0.0002936313103418797,False,0.018071962287649512,0.03044750913977623,0.2102266152451664,0.03654740750789642,0.015273332595825195
resnet101,CNN,patio,motion_blur,5,cam,0.026648253286276916,31.943201200577484,0.00023325238726101816,False,0.01838413719087839,0.0324451569467783,0.30038645895789173,0.03306598961353302,0.002539902925491333
resnet101,CNN,patio,zoom_blur,1,cam,0.645111056470781,6.48426562887244,0.0007076820475049317,False,0.015497998334467411,0.020931417122483253,0.08291620623935092,0.01720447838306427,0.00603821873664856
resnet101,CNN,patio,zoom_blur,2,cam,0.6277674154569783,6.779531891251915,0.0006567339296452701,False,0.01639618631452322,0.023821581155061722,0.11135375431313843,0.02084842324256897,0.007344573736190796
resnet101,CNN,patio,zoom_blur,3,cam,0.6467306587907129,10.053992229491447,0.0005844405386596918,False,0.016946358839049935,0.025484740734100342,0.1290503202610962,0.02548713982105255,0.008750677108764648
resnet101,CNN,patio,zoom_blur,4,cam,0.44725647126685414,16.218439320845757,0.00041054721805267036,False,0.01729910192079842,0.02682960219681263,0.14149040419620995,0.027895241975784302,0.009974807500839233
resnet101,CNN,patio,zoom_blur,5,cam,0.40422554918147474,18.004737444135646,0.000313420663587749,False,0.017291262978687882,0.028004787862300873,0.15749178036692157,0.032217711210250854,0.010777026414871216
resnet101,CNN,patio,snow,1,cam,0.598470972366011,5.933410714996071,0.00042272821883670986,False,0.00399056077003479,0.014594774693250656,0.05181552362283526,0.016218706965446472,0.16147571802139282
resnet101,CNN,patio,snow,2,cam,0.6187096774193548,5.73674660067426,0.0025853486731648445,False,0.003734072670340538,0.027288444340229034,0.5493267750507957,0.006289973855018616,0.25730687379837036
resnet101,CNN,patio,snow,3,cam,0.6569258708931814,3.8124145315522333,0.0002630432427395135,False,0.007111271843314171,0.015301067382097244,0.4902839897485247,0.0096864253282547,0.2519823908805847
resnet101,CNN,patio,snow,4,cam,0.4670369828972372,2.6587494943653995,0.00017530657351016998,False,0.009285525418817997,0.01288648322224617,1.0047821186489756,0.005887329578399658,0.30629318952560425
resnet101,CNN,patio,snow,5,cam,0.4039308945932713,18.541436632108717,0.00011245132191106677,False,0.010271950624883175,0.011270478367805481,1.2766447128197926,0.04197372496128082,0.3535500764846802
resnet101,CNN,patio,frost,1,cam,0.5449507389162561,6.782966877341334,0.00019354460528120399,False,0.010867128148674965,0.0035981833934783936,0.26980525338079797,0.01324605941772461,0.23514580726623535
resnet101,CNN,patio,frost,2,cam,0.6060169627140343,14.116903658903231,0.0006967945955693722,False,0.015787076205015182,0.008038628846406937,1.1891438741988694,0.07755959033966064,0.35149484872817993
resnet101,CNN,patio,frost,3,cam,0.4970167064439141,6.7476759090488265,0.0013674512738361955,False,0.016205279622226954,0.007543399930000305,1.0879500715101935,0.08941309154033661,0.36429888010025024
resnet101,CNN,patio,frost,4,cam,0.6697446135928792,6.61260681307209,0.0005855624913237989,False,0.011116421781480312,0.010072629898786545,0.07654381054861314,0.07541278004646301,0.21984511613845825
resnet101,CNN,patio,frost,5,cam,0.628031470516668,6.580066618988662,0.0019253529608249664,False,0.0175822579767555,0.01421310380101204,1.295437366391651,0.11176902055740356,0.3947545886039734
resnet101,CNN,patio,fog,1,cam,0.6520164609053498,6.8054789764613695,0.0006173840956762433,False,0.01704997499473393,0.02732027694582939,0.13883859063490167,0.07555648684501648,0.05517411231994629
resnet101,CNN,patio,fog,2,cam,0.6019154030327215,8.053503264284554,0.0006706011481583118,False,0.01777637773193419,0.030422966927289963,0.20974656260321733,0.08936241269111633,0.039877116680145264
resnet101,CNN,patio,fog,3,cam,0.6420157068062827,6.624031967756279,0.0008803284727036953,False,0.018482781131751835,0.03204991854727268,0.4534433974040697,0.11697044968605042,0.046057820320129395
resnet101,CNN,patio,fog,4,cam,0.6683567450752224,9.093298573665269,0.001013361499644816,False,0.018618880189023912,0.030087023973464966,0.21257321258529238,0.09786149859428406,0.09599465131759644
resnet101,CNN,patio,fog,5,cam,0.6642069480142608,1.6362300349936363,0.004139354918152094,False,0.01887495000846684,0.031075047329068184,0.33698060353885584,0.10226629674434662,0.0722588300704956
resnet101,CNN,patio,brightness,1,cam,0.8176220230009961,2.10836862340753,0.00038957319338805974,False,0.004768502898514271,0.0002042725682258606,0.024172678611901866,0.0028749853372573853,0.08339112997055054
resnet101,CNN,patio,brightness,2,cam,0.6932680951577527,3.932257028625609,0.0004269767669029534,False,0.008280808106064796,0.0017910636961460114,0.14067594560031527,0.029911980032920837,0.14902430772781372
resnet101,CNN,patio,brightness,3,cam,0.6569258708931814,7.563138783472717,0.0005380192305892706,False,0.01118717435747385,0.004168238490819931,0.2221163981148946,0.06054502725601196,0.20754653215408325
resnet101,CNN,patio,brightness,4,cam,0.5133830958305059,12.767781420992247,0.0007104816613718867,False,0.013636906165629625,0.0073525384068489075,0.3719937850593533,0.09112809598445892,0.26370590925216675
resnet101,CNN,patio,brightness,5,cam,0.4366902870231193,15.341248059737225,0.0008191014057956636,False,0.01551348203793168,0.010792378336191177,0.5471109171194692,0.11803428828716278,0.3151121735572815
resnet101,CNN,patio,contrast,1,cam,0.7397937072029124,6.160820635442464,0.00038061875966377556,False,0.0161055033095181,0.028050068765878677,1.2991675148832957,0.14660783112049103,0.002142190933227539
resnet101,CNN,patio,contrast,2,cam,0.7014495210646775,7.199816337760337,0.0003765614819712937,False,0.01782212732359767,0.032723077572882175,1.6897779627628449,0.1710350662469864,0.001973658800125122
resnet101,CNN,patio,contrast,3,cam,0.7027485578554462,7.335286727927698,0.0003183256194461137,False,0.019087434629909694,0.03740416467189789,2.200637624596699,0.19546785950660706,0.002201467752456665
resnet101,CNN,patio,contrast,4,cam,0.7255845942228336,5.59082610049695,0.00033198329037986696,False,0.019867286580847576,0.042074588127434254,3.101918256299505,0.2199027854949236,0.0018406510353088379
resnet101,CNN,patio,contrast,5,cam,0.7127741274852804,5.188074118155348,0.0003052101528737694,False,0.020064280433871318,0.0444283417891711,3.732144530829573,0.232071029022336,0.0019089877605438232
resnet101,CNN,patio,elastic_transform,1,cam,0.38647509843199557,21.27398295550474,0.003966020420193672,False,0.005139541812241077,0.004712279886007309,0.022405295166935346,0.003245249390602112,0.0026596784591674805
resnet101,CNN,patio,elastic_transform,2,cam,0.5631423232637808,2.0051543006780768,0.0020363316871225834,False,0.004618317820131779,0.003765467554330826,0.026037599274110867,0.0038370341062545776,0.0010979771614074707
resnet101,CNN,patio,elastic_transform,3,cam,0.37592541815190567,3.197710938024992,0.0016618943773210049,False,0.0028443671762943268,0.0024085529148578644,0.029013657731874254,0.00428086519241333,0.003048717975616455
resnet101,CNN,patio,elastic_transform,4,cam,0.34666219389466624,23.25763153353849,0.0015465805772691965,False,0.001891477033495903,0.001971464604139328,0.019027138189542825,0.0031884312629699707,0.0010082721710205078
resnet101,CNN,patio,elastic_transform,5,cam,0.34162154936167366,9.308907091429539,0.0013286706525832415,False,0.0009136013686656952,0.00021636486053466797,0.01798050085207681,0.0028032809495925903,0.0018494129180908203
resnet101,CNN,patio,pixelate,1,cam,0.6767187369476234,3.678519393601309,0.0002444102428853512,False,0.0054350970312952995,0.007300000637769699,0.03012936505269792,0.004569143056869507,0.00153273344039917
resnet101,CNN,patio,pixelate,2,cam,0.04323650158499195,32.98064920209055,0.0005960107082501054,False,0.006861476227641106,0.008492033928632736,0.03467781516259283,0.005907222628593445,0.001909792423248291
resnet101,CNN,patio,pixelate,3,cam,0.5863431597249664,7.127296017342823,0.00023548342869617045,False,0.008506529033184052,0.012998741120100021,0.061038859746154195,0.008502855896949768,0.0007386505603790283
resnet101,CNN,patio,pixelate,4,cam,0.260214648842026,0.44693687489627026,0.00036516087129712105,False,0.009870486333966255,0.018079571425914764,0.0850745064760643,0.011319190263748169,0.00040608644485473633
resnet101,CNN,patio,pixelate,5,cam,0.00014948427923663362,34.00728510394023,0.0007328151841647923,False,0.010531038977205753,0.02092662639915943,0.10508371398050276,0.0134553462266922,0.0009603202342987061
resnet101,CNN,patio,jpeg_compression,1,cam,0.7402462285417027,2.578912727075058,0.0003431709483265877,False,0.0008241254836320877,0.0003014691174030304,0.020334244334040186,0.0006344765424728394,5.963444709777832e-05
resnet101,CNN,patio,jpeg_compression,2,cam,0.7614743308468627,2.4714710239456896,0.00024634585133753717,False,0.0018019825220108032,0.0010908134281635284,0.03277719054866335,0.0007422417402267456,0.0005739927291870117
resnet101,CNN,patio,jpeg_compression,3,cam,0.6925541782612362,5.21010816809974,0.00027552928077057004,False,0.0021673012524843216,0.0014115683734416962,0.07138210095681519,0.0009876936674118042,0.0001557469367980957
resnet101,CNN,patio,jpeg_compression,4,cam,0.7467583326081281,4.761723312489564,0.00026857887860387564,False,0.00290646031498909,0.002469971776008606,0.2033937976828808,0.0022743642330169678,0.0007937848567962646
resnet101,CNN,patio,jpeg_compression,5,cam,0.5488849448259897,13.116107426995091,0.00020141650747973472,False,0.0031471066176891327,0.003762669861316681,0.33932275018932945,0.0007919520139694214,0.0022652149200439453
vit_b_16,ViT,backpack,gaussian_noise,1,cam,0.20001594387755103,71.85467172802832,0.43273916840553284,True,0.021461034193634987,0.025610707700252533,0.13421842731412603,0.0027135759592056274,0.0010617375373840332
vit_b_16,ViT,backpack,gaussian_noise,1,rollout,0.6938396624472574,5.981881157688105,0.43273916840553284,True,0.02111980877816677,0.02551080286502838,0.13373920411007045,0.0032050758600234985,0.0009878575801849365
vit_b_16,ViT,backpack,gaussian_noise,2,cam,0.4829700775766531,13.375326659660002,0.703742504119873,True,0.04206381179392338,0.04166315495967865,0.17972308369512024,0.005090370774269104,0.0067649781703948975
vit_b_16,ViT,backpack,gaussian_noise,2,rollout,0.5719320228678831,9.712734200405036,0.703742504119873,True,0.04185059852898121,0.04112480580806732,0.17616055593165836,0.004807606339454651,0.0059833526611328125
vit_b_16,ViT,backpack,gaussian_noise,3,cam,0.20966672693304406,36.27377968520855,0.3525681793689728,True,0.07756204344332218,0.06399903446435928,0.24203732927332666,0.009645208716392517,0.018379122018814087
vit_b_16,ViT,backpack,gaussian_noise,3,rollout,0.390701863784383,12.00274856624065,0.3525681793689728,True,0.07822139002382755,0.06404756009578705,0.2376433190455245,0.009160563349723816,0.01721063256263733
vit_b_16,ViT,backpack,gaussian_noise,4,cam,0.185576752702144,2.777611021209616,0.0496872141957283,False,0.12815130688250065,0.09315819293260574,0.317571813227576,0.018516838550567627,0.03514969348907471
vit_b_16,ViT,backpack,gaussian_noise,4,rollout,0.22706436036917058,17.81471295688425,0.0496872141957283,False,0.12834749557077885,0.09325262159109116,0.3171967688630195,0.018182098865509033,0.03492209315299988
vit_b_16,ViT,backpack,gaussian_noise,5,cam,0.06646830667870995,27.21530199015689,0.011647551320493221,False,0.19061913527548313,0.13171129673719406,0.4205140177058624,0.03530547022819519,0.06291961669921875
vit_b_16,ViT,backpack,gaussian_noise,5,rollout,0.13005292196824683,22.594756546042706,0.011647551320493221,False,0.1869634035974741,0.12908142060041428,0.4153372538560989,0.03369700908660889,0.06207415461540222
vit_b_16,ViT,backpack,shot_noise,1,cam,0.44861431870669743,11.578280102636983,0.8157632946968079,True,0.016263576224446297,0.01871315762400627,0.07195875455713541,0.0033684521913528442,0.001989603042602539
vit_b_16,ViT,backpack,shot_noise,1,rollout,0.8130250203233673,2.477611685394058,0.8157632946968079,True,0.016200797632336617,0.018287207931280136,0.07032026320537632,0.0031272470951080322,0.0020973384380340576
vit_b_16,ViT,backpack,shot_noise,2,cam,0.2721510964634301,27.319311463633387,0.735362708568573,True,0.037458511069417,0.03359178453683853,0.1138660145893935,0.007588788866996765,0.002498537302017212
vit_b_16,ViT,backpack,shot_noise,2,rollout,0.7085243674647648,2.2653519379259666,0.735362708568573,True,0.03611508943140507,0.03302107751369476,0.1146157920785571,0.007865175604820251,0.0021636784076690674
vit_b_16,ViT,backpack,shot_noise,3,cam,0.24085064292779426,22.959088720600104,0.8801983594894409,True,0.07124076969921589,0.052232421934604645,0.13681379599579557,0.014521360397338867,0.003776267170906067
vit_b_16,ViT,backpack,shot_noise,3,rollout,0.5844647931796653,5.883703578577687,0.8801983594894409,True,0.07132278569042683,0.05253097414970398,0.13568426020818425,0.014572635293006897,0.003881990909576416
vit_b_16,ViT,backpack,shot_noise,4,cam,0.4539001955529804,8.1078565935103,0.41597670316696167,True,0.151196563616395,0.0864565446972847,0.10303928320551226,0.029386088252067566,0.008650824427604675
vit_b_16,ViT,backpack,shot_noise,4,rollout,0.41362067751250087,8.861727103146405,0.41597670316696167,True,0.15126253105700016,0.0869738757610321,0.09368856810766335,0.02943885326385498,0.00794731080532074
vit_b_16,ViT,backpack,shot_noise,5,cam,0.40915473181690537,24.362164811769226,0.010971150361001492,False,0.2253937665373087,0.11116722971200943,0.8692713614567076,0.04175850749015808,0.014881983399391174
vit_b_16,ViT,backpack,shot_noise,5,rollout,0.38332184700206756,11.702676040690516,0.010971150361001492,False,0.2246535960584879,0.11192066222429276,0.8637391446209621,0.042200908064842224,0.014484316110610962
vit_b_16,ViT,backpack,impulse_noise,1,cam,0.3798982538154819,18.82506241849794,0.6618748903274536,True,0.038581566885113716,0.02133748307824135,0.05411074701295693,0.006163746118545532,0.007626265287399292
vit_b_16,ViT,backpack,impulse_noise,1,rollout,0.4772944726576875,7.29280670692562,0.6618748903274536,True,0.036629872396588326,0.020393002778291702,0.050444096174138586,0.0050825923681259155,0.0069578588008880615
vit_b_16,ViT,backpack,impulse_noise,2,cam,0.28436140261069875,34.95482791337418,0.3007466793060303,True,0.07013512589037418,0.03963194042444229,0.10141467941010696,0.011273607611656189,0.014965564012527466
vit_b_16,ViT,backpack,impulse_noise,2,rollout,0.30042112082928407,13.046342949184549,0.3007466793060303,True,0.07034857012331486,0.04008778929710388,0.10256677064651498,0.01144959032535553,0.014948517084121704
vit_b_16,ViT,backpack,impulse_noise,3,cam,0.16318961520630507,31.565227988570253,0.485343873500824,True,0.10190990008413792,0.05835975706577301,0.14934756914424607,0.017042487859725952,0.02313956618309021
vit_b_16,ViT,backpack,impulse_noise,3,rollout,0.27035748180955393,14.693920326950511,0.485343873500824,True,0.10131526924669743,0.05844872444868088,0.15508772465064613,0.01685599982738495,0.02339884638786316
vit_b_16,ViT,backpack,impulse_noise,4,cam,0.3267235111375504,26.878649088329247,0.2858802378177643,True,0.15979609824717045,0.09595156461000443,0.26164750791114244,0.030875638127326965,0.042586684226989746
vit_b_16,ViT,backpack,impulse_noise,4,rollout,0.18663907774164942,22.51915722432206,0.2858802378177643,True,0.15974544920027256,0.09531255811452866,0.2540441207739166,0.030429303646087646,0.04135295748710632
vit_b_16,ViT,backpack,impulse_noise,5,cam,0.3455557045180319,13.272893451193546,0.0051201642490923405,False,0.21110321022570133,0.13421282917261124,0.36879929763619845,0.04584212601184845,0.0670120120048523
vit_b_16,ViT,backpack,impulse_noise,5,rollout,0.15918932963796986,21.506760884273685,0.0051201642490923405,False,0.2106944266706705,0.13344495743513107,0.3669373555044535,0.04613526165485382,0.06691238284111023
vit_b_16,ViT,backpack,defocus_blur,1,cam,0.10626102292768959,33.90957343897325,0.7434622049331665,True,0.02372986450791359,0.016470961272716522,0.06874374878653722,0.014380291104316711,0.002123802900314331
vit_b_16,ViT,backpack,defocus_blur,1,rollout,0.6843165226147521,3.7383706624974935,0.7434622049331665,True,0.02372986450791359,0.016470961272716522,0.06874374878653722,0.014380291104316711,0.002123802900314331
vit_b_16,ViT,backpack,defocus_blur,2,cam,0.1517150395778364,37.20269492759922,0.49946388602256775,True,0.024966132827103138,0.019386200234293938,0.09400901864485167,0.019033536314964294,0.0021043121814727783
vit_b_16,ViT,backpack,defocus_blur,2,rollout,0.6116910229645094,4.565897023252691,0.49946388602256775,True,0.024966132827103138,0.019386200234293938,0.09400901864485167,0.019033536314964294,0.0021043121814727783
vit_b_16,ViT,backpack,defocus_blur,3,cam,0.3263728275953215,36.912417331794444,0.08002766221761703,True,0.025460268603637815,0.023308107629418373,0.12907280486947847,0.027327463030815125,0.002191871404647827
vit_b_16,ViT,backpack,defocus_blur,3,rollout,0.5470941883767535,6.088130688599619,0.08002766221761703,True,0.025460268603637815,0.023308107629418373,0.12907280486947847,0.027327463030815125,0.002191871404647827
vit_b_16,ViT,backpack,defocus_blur,4,cam,0.20001594387755103,15.0912797708248,0.045225076377391815,True,0.025624535279348493,0.025599361397325993,0.14492404403475234,0.03194636106491089,0.0010093450546264648
vit_b_16,ViT,backpack,defocus_blur,4,rollout,0.5332671300893744,6.847848949943548,0.045225076377391815,True,0.025624535279348493,0.025599361397325993,0.14492404403475234,0.03194636106491089,0.0010093450546264648
vit_b_16,ViT,backpack,defocus_blur,5,cam,0.20299670362601138,41.826228126979004,0.008142958395183086,False,0.025561134330928326,0.027425498701632023,0.18926526606013994,0.03867189586162567,0.00041103363037109375
vit_b_16,ViT,backpack,defocus_blur,5,rollout,0.5179611283369886,7.126019853947484,0.008142958395183086,False,0.025561134330928326,0.027425498701632023,0.18926526606013994,0.03867189586162567,0.00041103363037109375
vit_b_16,ViT,backpack,glass_blur,1,cam,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,1,rollout,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,2,cam,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,2,rollout,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,3,cam,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,3,rollout,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,4,cam,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,4,rollout,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,5,cam,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,glass_blur,5,rollout,1.0,0.0,0.7271093130111694,True,0.0,0.0,0.0,0.0,0.0
vit_b_16,ViT,backpack,motion_blur,1,cam,0.5704561458414834,18.243315339383788,0.5324289798736572,True,0.01411556638777256,0.010231945663690567,0.04893473184772379,0.010095089673995972,0.004133448004722595
vit_b_16,ViT,backpack,motion_blur,1,rollout,0.7266236559139785,3.0982546207531834,0.5324289798736572,True,0.01487842109054327,0.010439617559313774,0.059563319933778835,0.011903360486030579,0.004726573824882507
vit_b_16,ViT,backpack,motion_blur,2,cam,0.4033419562329581,35.720441044795926,0.14928434789180756,False,0.017110110260546207,0.01370476745069027,0.09038868391740973,0.01877458393573761,0.00649493932723999
vit_b_16,ViT,backpack,motion_blur,2,rollout,0.6206701655228098,5.170581129758496,0.14928434789180756,False,0.018822056241333485,0.014394106343388557,0.08045665431524984,0.016396254301071167,0.00492781400680542
vit_b_16,ViT,backpack,motion_blur,3,cam,0.34503786101990214,34.03185156425091,0.012497900053858757,False,0.022211859468370676,0.01793520338833332,0.08897884977192394,0.020972371101379395,0.0022197067737579346
vit_b_16,ViT,backpack,motion_blur,3,rollout,0.5691056910569106,4.1911913643019485,0.012497900053858757,False,0.019553281366825104,0.017313653603196144,0.14147873958686397,0.029278799891471863,0.009424597024917603
vit_b_16,ViT,backpack,motion_blur,4,cam,0.2621517952587562,36.38839934802062,0.0027520214207470417,False,0.022560452576726675,0.020421896129846573,0.1756613741375599,0.03291831910610199,0.008237838745117188
vit_b_16,ViT,backpack,motion_blur,4,rollout,0.5069069069069069,7.1366403351147145,0.0027520214207470417,False,0.023269609082490206,0.020641352981328964,0.1201435125975534,0.028180181980133057,0.0019465982913970947
vit_b_16,ViT,backpack,motion_blur,5,cam,0.23433560843632786,30.545867671117367,0.0012396478559821844,False,0.020804111380130053,0.020886309444904327,0.2342949359740114,0.042012423276901245,0.01284964382648468
vit_b_16,ViT,backpack,motion_blur,5,rollout,0.4052086250350042,2.652804455753961,0.0012396478559821844,False,0.02272649947553873,0.021745948120951653,0.23035833987690602,0.04040692746639252,0.010622814297676086
